User ID,Timestamp,Latitude,Longitude,Location ID
49896,2010-02-23T17:52:51Z,34.3727839,-88.7012598167,602303
22035,2010-05-31T14:43:50Z,35.42099125,-97.42437135,1202718
3927,2010-04-18T17:29:59Z,29.5195834738,-98.4882044792,107361
112806,2010-04-04T02:32:52Z,25.0191030751,121.5309172869,720314
103851,2010-07-30T22:45:27Z,59.8542560368,17.6377558708,238135
4473,2010-04-04T05:56:15Z,37.5356810333,-122.29764175,25075
28016,2010-01-27T16:32:40Z,52.4928150854,13.3702003956,74858
10122,2009-12-21T18:32:58Z,57.77095925,14.20295125,246999
33591,2010-10-07T15:58:42Z,38.5766215771,-121.4938437939,10578
89825,2010-10-05T09:12:09Z,59.4015775417,17.9462957382,2030655
55245,2010-06-29T14:37:54Z,55.8217652167,12.94988905,301213
107439,2010-07-15T19:59:45Z,58.3098021167,14.27187725,438751
4641,2010-05-28T00:41:58Z,38.9913706259,-76.371717453,84516
11127,2010-03-30T23:40:45Z,37.8083718735,-122.4146730743,556676
12934,2010-10-08T21:47:44Z,34.1412776,-118.35675145,628959
174115,2010-04-01T11:04:47Z,59.30869084,18.07597637,282388
6605,2010-10-19T18:22:17Z,37.8075969333,-122.410285,303006
115393,2010-07-10T23:24:23Z,59.30049875,18.0639531833,102983
166963,2010-05-24T14:45:52Z,35.1544081667,-89.9975070167,355325
1359,2010-07-25T13:19:58Z,43.6665600288,-79.31458354,98855
118501,2010-02-25T20:44:06Z,37.4287252,-122.1433018333,79958
107657,2010-06-19T18:09:14Z,59.37161635,17.8997647667,1161527
123830,2010-04-13T15:46:30Z,39.37429434,-76.47126841,192015
103733,2010-04-16T07:57:28Z,60.2378104,16.0298868667,871464
60008,2010-09-01T09:35:57Z,47.0482317333,8.3078011333,964023
70013,2010-04-15T13:29:55Z,30.3902777778,-90.1011111111,944793
81269,2010-07-15T12:05:32Z,52.686444,-2.763423,1442711
45143,2010-09-08T17:50:43Z,18.367381113,-66.0634678602,41532
31261,2010-04-28T07:24:57Z,48.8920635075,9.2009747028,182041
100397,2010-09-30T21:15:30Z,41.069598183,-85.21618365,4432749
112198,2010-10-02T13:44:00Z,13.75830811,100.44360202,4728128
26575,2010-04-29T17:21:26Z,51.5135834444,-0.131739378,406720
89859,2010-02-20T12:14:55Z,57.6983161333,11.949493,185278
282,2010-03-16T20:18:41Z,32.7506880522,-96.8556725979,25752
34215,2010-03-23T18:47:21Z,34.1446664333,-118.7006707167,640643
152994,2010-08-26T18:33:05Z,35.7829395167,-78.6856839333,1053348
4817,2010-05-26T10:09:29Z,40.7682242208,-73.9816761017,678081
56759,2010-09-12T09:46:40Z,55.4004393333,12.97660275,1601706
11204,2010-05-07T15:50:44Z,29.953908,-95.671575,1077344
1404,2010-08-16T22:32:20Z,33.96405035,-84.41176813,438422
157268,2010-02-19T09:41:33Z,55.6072114833,12.9900742167,94853
31365,2010-10-12T23:56:29Z,36.2914780333,-115.2873048833,604371
125152,2010-06-06T09:29:21Z,51.9162710667,-0.6696140167,1057830
108660,2010-10-12T13:37:15Z,52.298045,4.955354,5368261
5843,2009-11-27T22:22:09Z,34.87138688,-120.42082095,124772
5257,2010-10-07T20:09:27Z,37.7730646167,-122.42164835,171397
138340,2010-10-16T15:44:38Z,32.8032037,34.9859415,1446861
69604,2010-05-30T16:11:15Z,29.7709315989,-95.4088659592,53048
28508,2010-08-19T08:36:44Z,50.8812480579,4.7154092789,68917
2365,2010-10-12T19:18:31Z,34.05792,-118.418537,3799979
153907,2010-03-25T06:15:03Z,59.3369540823,18.017052412,81515
63475,2010-06-17T05:44:58Z,52.077121141,4.2793916424,1033620
4956,2010-08-06T12:10:30Z,59.3336771169,18.0620927481,68097
49340,2010-06-08T07:29:09Z,50.95642226,7.11232399,228540
6827,2010-05-28T18:38:52Z,47.9622266371,-122.3226356506,1185044
44032,2010-09-25T18:45:26Z,25.33419644,51.46773636,4425039
4177,2010-04-19T00:50:00Z,30.2798881558,-97.7198159695,22535
49523,2010-09-11T06:44:37Z,38.9170154428,-77.0319914818,1100036
5556,2010-04-20T16:09:06Z,37.776422099,-122.3943257332,16947
49403,2010-03-15T16:41:19Z,30.2672543395,-97.739444375,9249
121193,2010-03-22T19:03:08Z,52.0831811667,5.17230635,736522
75823,2010-06-08T02:05:00Z,39.9769967756,116.3368785381,781723
140825,2010-03-08T18:09:54Z,57.1463717918,-2.0997783078,636482
50905,2010-09-18T10:37:05Z,33.9264653167,35.5884159167,495541
130097,2010-06-13T19:26:08Z,36.8520502501,-119.7470133864,88768
10388,2010-03-25T22:44:08Z,28.4321605167,-81.4706101667,233237
15364,2010-06-27T08:57:13Z,54.04592945,-2.79640715,960801
105866,2010-06-23T01:04:14Z,26.5466977833,-80.11554735,827770
168558,2010-09-10T21:45:54Z,28.9762235,-13.605086,3467801
158389,2010-07-18T10:49:43Z,56.3156044,12.7613300167,1165127
102834,2010-08-30T12:49:32Z,59.91504728,10.74357521,333334
84839,2010-01-10T22:50:34Z,30.4130599,-97.7198638167,67008
32474,2010-04-03T22:02:13Z,28.3259366833,-81.6037233167,842492
178499,2010-08-02T18:28:18Z,52.5290609333,13.43071565,82284
44785,2010-08-13T12:36:05Z,50.8791379873,4.7025938188,141340
8558,2009-12-23T18:01:18Z,34.0432405333,-118.2635521833,14635
8466,2010-02-24T19:25:29Z,52.6262053042,1.2917091606,311851
4406,2010-01-12T21:37:44Z,37.4535007167,-122.1823832,21332
72096,2010-05-31T14:56:17Z,30.2762482167,-97.7729394,30758
43780,2010-02-22T02:32:38Z,37.8004505205,-122.43780182,235804
93884,2010-04-05T17:41:44Z,60.3391589737,5.3659343487,815643
86425,2010-06-03T15:29:20Z,41.5014358428,-81.5559683188,1176119
110661,2010-09-09T19:35:54Z,33.7425719833,-117.8158133167,395845
126376,2010-08-09T17:58:49Z,34.14044529,-80.87951624,410536
42146,2010-10-18T11:09:43Z,26.325546733,50.204714583,5731777
4627,2010-10-17T21:10:38Z,32.8937859667,-97.1242744,52063
5845,2010-01-30T20:33:37Z,44.9851661852,-93.2539394883,292392
6387,2010-04-03T09:51:09Z,37.77935153,-122.39665067,356594
5958,2010-10-03T00:03:19Z,30.28008455,-97.7410774833,846185
10764,2010-03-02T03:15:29Z,37.7870620266,-122.4218339327,105157
1050,2010-10-01T15:21:47Z,51.070445783,-1.802274267,4414490
4994,2010-02-09T04:16:34Z,43.763490175,-79.3176583848,26041
10453,2010-03-20T05:53:57Z,37.7611647371,-122.4348914623,72929
31001,2010-06-20T05:26:04Z,35.0843682157,-106.6509819031,326973
36078,2010-02-02T19:24:55Z,29.8901357092,-97.9399629905,426949
4994,2009-12-21T12:40:47Z,43.64739662,-79.38759124,132984
111144,2010-06-20T01:27:04Z,41.2438970833,-76.83493225,101211
18708,2010-03-20T18:17:41Z,36.1012424,-115.1822437333,41593
3210,2010-06-06T21:19:31Z,39.9581010804,-86.0419929028,130898
124001,2010-08-24T16:56:05Z,35.58264675,-97.5674998167,378001
38624,2010-10-14T18:14:49Z,43.1569791167,-77.6068248333,680360
109430,2010-10-16T10:27:57Z,28.467550082,-16.2613105774,4524881
3693,2010-08-06T21:47:37Z,36.137112229,-95.9204077721,32902
47351,2010-09-04T12:35:24Z,48.2035683702,16.3583528996,28187
144815,2010-05-20T15:49:22Z,55.6811231767,12.5809764862,177382
78185,2010-06-08T22:09:42Z,53.8390337667,-1.727932,982204
121315,2010-03-17T20:56:44Z,40.7466022667,-73.99706075,731061
58208,2010-08-14T19:11:16Z,32.07878165,-81.089523417,1782755
61507,2010-09-15T14:35:30Z,32.870906589,-96.938718497,3763769
109998,2010-02-20T00:45:39Z,35.9517641186,-77.8204107285,96949
12823,2010-06-11T17:40:27Z,40.67768537,-74.19416207,669995
158371,2009-12-26T20:10:34Z,52.3986090605,9.7705793381,273664
58509,2009-12-22T02:54:07Z,32.72986055,-97.7849275833,150352
100174,2010-09-08T15:13:42Z,37.7725201833,-121.96593875,839537
126987,2010-09-30T19:00:33Z,43.0143775833,-81.2120094667,436953
19973,2010-06-09T18:28:48Z,50.162631533,-5.122703967,1250320
151058,2010-09-10T12:02:16Z,49.7974375118,9.9476695061,3277813
6755,2010-01-22T20:29:15Z,37.2946148833,-122.0334709667,30910
104312,2010-08-30T11:24:41Z,56.04044115,14.16996693,1260541
139535,2010-09-27T18:16:27Z,59.9336293255,10.8220696449,2165127
126148,2010-09-13T21:49:55Z,40.7243560908,-111.8980371952,202528
5007,2010-08-28T02:45:01Z,37.0036859,-121.55331715,513903
59988,2010-08-17T08:16:58Z,59.286030577,15.175823002,1877368
73476,2009-10-29T22:06:58Z,41.7874410169,-87.744884491,23275
64629,2010-02-12T16:46:46Z,40.2108084833,-111.6576426667,149576
68240,2010-07-14T22:28:40Z,30.2493640765,-97.7494704723,11368
107984,2010-04-16T19:17:34Z,18.4231393837,-66.0744892233,187903
13031,2010-05-22T00:48:53Z,47.5383246077,-122.2900588551,736814
34223,2010-07-14T20:07:44Z,38.8505371091,-77.0410251617,15684
30851,2010-06-17T00:54:53Z,33.5953762,-79.000086733,1291915
38379,2010-05-23T03:44:50Z,37.6956099272,-122.1592193842,706068
109928,2010-04-17T08:07:32Z,13.7774425601,100.4758393764,823622
43957,2010-08-12T01:17:18Z,36.641574817,-93.21363635,1224041
68683,2009-12-30T14:25:38Z,32.9214387654,-96.7766225338,39603
128180,2010-08-22T21:18:38Z,43.188405967,-76.224433233,1313966
45132,2010-09-27T11:03:23Z,39.976495312,-86.127729562,3993283
99811,2009-12-07T11:25:47Z,55.605069139,12.9976308346,91057
1546,2010-06-04T19:03:55Z,40.7560916486,-73.9902591705,27278
103744,2010-07-29T19:15:17Z,56.178460117,15.596358767,1517952
7525,2010-06-11T06:16:35Z,37.7663447404,-122.4290205212,63363
54063,2010-05-24T23:19:06Z,30.2980876713,-97.741723484,48812
80008,2010-08-14T11:05:07Z,50.9673218333,-1.3528080667,159151
25059,2010-01-08T14:57:39Z,59.3345793335,18.0322122574,77960
66795,2010-07-03T02:13:34Z,29.60434156,-95.61654883,746217
35,2010-05-21T00:10:04Z,33.1746157333,-96.8412831667,692233
11498,2010-07-10T00:44:32Z,47.56723144,7.5975056478,1123584
10167,2010-03-09T02:44:18Z,30.3307962833,-97.7309713,431527
19438,2010-08-07T20:58:15Z,47.287708034,8.544369936,1517403
73601,2010-04-28T20:00:02Z,37.7882150163,-122.4337194199,43178
33674,2010-09-22T02:55:15Z,40.638140488,-111.81133422,3256864
11051,2010-10-09T00:15:59Z,43.6430388667,-79.4245878167,32884
22743,2010-09-20T01:16:09Z,37.7642914,-122.45707435,490882
4952,2010-04-16T21:48:49Z,40.7820868333,-73.9647245333,12150
108826,2010-07-17T05:08:40Z,19.0886433633,72.863817215,235695
1479,2010-06-13T02:07:32Z,41.0780310631,-73.4693741798,838688
12196,2010-06-07T08:24:20Z,21.4445586,-158.0242963833,90896
19947,2010-09-07T07:27:09Z,51.3436416843,11.9752264023,177199
1324,2010-05-14T18:25:36Z,33.8712740833,-118.0593604,785756
25094,2010-04-16T06:33:04Z,22.2780445288,114.172231257,950198
66947,2010-08-11T22:56:54Z,42.995523,-71.466218,1255679
191578,2010-10-13T09:54:35Z,59.2029133833,17.7666441333,979138
44416,2010-05-09T18:08:58Z,35.1875376833,-101.9393270167,856446
7468,2010-03-20T20:16:15Z,33.4624291885,-112.2756227364,548667
93712,2010-08-10T17:50:18Z,30.4323938121,-97.7356410027,616302
59798,2010-10-13T08:44:03Z,57.7395325899,12.1306228638,979502
29495,2010-10-04T17:46:43Z,51.4983670071,-3.2080422254,389017
7371,2010-05-03T02:55:26Z,36.2538945574,-120.2372181416,12548
59610,2010-08-15T19:16:53Z,32.8686390803,-96.7736721039,10720
14619,2010-05-29T09:37:44Z,55.5768214333,12.9781238333,357666
18748,2010-01-23T21:56:39Z,39.7308183333,-121.8401248667,434490
19096,2010-02-26T18:28:20Z,33.8407329667,-84.37729555,229277
45056,2010-08-23T07:02:55Z,48.7853852766,9.1790986061,562852
40655,2010-07-29T14:45:29Z,48.7712381538,9.1602909565,1521643
49253,2010-03-04T16:33:33Z,30.3292808833,-81.65985535,212766
35918,2010-03-21T23:38:56Z,32.7905034822,-96.8103432655,8989
111053,2010-09-27T05:28:31Z,52.0849322009,4.8928534985,54332
1933,2010-04-21T18:26:19Z,25.80905865,-80.32514082,371967
2308,2010-04-22T20:08:46Z,42.3628560525,-71.0841403067,473760
108910,2010-09-03T09:40:49Z,58.9715472818,5.7344019413,968779
110676,2010-07-07T15:23:29Z,55.61912827,13.05081313,1401267
17711,2010-10-16T21:27:58Z,52.5185353,-1.99509375,2732448
108660,2010-08-06T10:49:57Z,52.3752886,5.21596193,227323
20829,2010-09-19T18:25:07Z,59.9421962519,10.7983374596,420328
93354,2010-09-17T07:56:12Z,50.1215583527,8.6016029119,227818
102579,2010-09-26T03:54:09Z,-27.9319407167,153.3873247167,116885
4717,2009-06-15T01:40:47Z,32.6433312833,-97.1331954,15359
33544,2010-04-05T14:46:28Z,36.1681079865,-86.8073773384,692479
65110,2010-09-03T22:01:49Z,35.1996927629,-97.4434947968,12333
81384,2010-09-01T12:08:44Z,1.3399416527,103.7066781521,185494
139212,2010-08-12T08:00:01Z,57.74786293,14.15482402,1595658
19938,2010-03-31T11:37:05Z,49.8018210765,9.9358248711,87653
190,2009-11-07T01:45:16Z,39.8495018818,-104.673871994,23256
144661,2010-04-25T21:49:07Z,38.2168488167,-85.53810715,219511
178776,2010-06-19T22:35:13Z,47.17846751,-122.46947628,148249
1192,2009-12-19T02:08:06Z,32.8411327167,-97.2400393167,232358
32309,2010-07-24T02:41:47Z,45.5264869467,-122.6763439178,64585
188038,2010-09-06T15:54:24Z,57.8869011333,12.48896065,881619
113232,2010-07-27T10:23:15Z,58.916874183,18.16667935,1510203
39544,2010-04-30T21:22:17Z,55.426249481,12.9649722576,208113
69441,2010-04-18T00:26:13Z,30.4308345333,-97.76406705,30629
40552,2010-10-22T03:00:56Z,49.2579674091,-123.1145846844,140312
109935,2010-08-16T21:47:21Z,51.73822051,36.19360816,1907955
54470,2010-01-21T15:03:07Z,57.6633497167,12.5416812833,140677
18462,2010-03-12T06:18:12Z,59.3309895364,18.0728209019,79455
130983,2010-07-21T20:19:15Z,48.868023174,2.302737511,1478825
179014,2010-09-16T15:56:13Z,58.384172983,11.481395217,2703186
84422,2010-02-28T21:03:36Z,40.7187045273,-73.9567755814,102434
107001,2010-02-24T08:51:11Z,51.4347515445,6.7592705405,476533
4589,2009-11-22T15:57:08Z,52.5725975438,-0.2421122789,57366
32477,2010-07-03T13:52:26Z,63.852445911,-17.867032742,1378977
96287,2010-10-08T21:53:19Z,63.176809465,14.638047983,4761145
83656,2010-01-12T01:25:04Z,39.85974788,-104.66760432,236613
158013,2010-04-08T21:18:38Z,36.8680683913,-76.2979781628,475478
16738,2010-08-12T19:27:43Z,47.5433778667,-121.8384432667,12504
98708,2010-08-14T15:00:55Z,60.1520363963,15.1907551289,1604580
1741,2010-09-18T03:19:32Z,33.651873207,-96.609154036,2310682
52794,2009-11-20T02:00:18Z,33.2802968901,-111.7040169239,114220
113072,2010-08-23T06:06:42Z,13.7629164236,100.4947650433,1252962
49181,2010-09-26T18:58:41Z,57.2835785151,13.6397731304,1465280
119497,2010-09-20T13:24:13Z,32.94100135,-80.0399687333,563808
21508,2010-09-17T07:13:26Z,53.5654258167,-0.0858888667,27456
126202,2009-12-29T10:08:43Z,59.6358030333,16.56829855,112525
25038,2010-01-19T08:28:54Z,59.3446495748,18.0847377693,76830
28104,2010-04-14T21:58:28Z,30.4188296333,-91.1427517833,631869
111933,2010-05-19T03:16:07Z,32.2339940167,-98.2111995167,443512
68739,2010-09-04T15:46:57Z,32.9521687833,-96.8561057167,110056
128182,2010-07-30T19:31:33Z,43.0763477833,-76.1706110333,393749
1953,2010-07-20T13:52:35Z,37.7616524447,-121.4335209131,123589
22632,2010-09-11T03:09:52Z,30.61730315,-96.3472289167,254836
35743,2010-09-02T02:54:41Z,34.1001391667,-118.32991255,321517
4376,2009-10-27T22:51:48Z,37.8002178057,-122.441945672,52721
111,2010-10-07T01:55:49Z,42.35390824,-71.07139927,1243098
105935,2010-04-10T17:42:58Z,51.5145265396,-0.1386516796,882901
55706,2010-07-30T21:22:59Z,59.3296706285,18.0711686611,418619
2917,2010-05-01T12:22:31Z,46.20150965,6.15419585,761218
60000,2010-01-26T18:56:36Z,43.8512420654,-92.4884338379,456928
145295,2010-09-04T08:17:17Z,59.407840283,18.552078833,1270364
3580,2010-08-08T10:19:42Z,50.2417674575,8.6510107833,1527694
131813,2010-03-08T13:49:25Z,58.1759642985,13.5518288612,124361
19955,2010-02-20T22:42:04Z,51.4729900527,7.2161829472,213101
26219,2010-10-04T08:14:31Z,48.3685740631,14.5142591,69279
673,2010-06-23T20:11:49Z,37.29290875,-121.93071455,39015
194657,2010-09-27T20:24:46Z,39.4606910675,-8.1983971596,1173233
123088,2010-03-07T14:18:12Z,51.6140480667,-0.2375727833,660811
3944,2010-05-18T12:58:45Z,32.9666682833,-96.8209652667,19858
28444,2010-02-16T05:36:49Z,39.9212896459,116.3903188705,15123
116237,2010-05-21T11:55:34Z,44.85561022,-93.2369971275,214128
48278,2010-09-22T08:13:30Z,54.5920611333,-5.9253989833,927149
47444,2010-10-09T18:57:35Z,45.4382663833,10.9918743667,922385
5556,2010-07-24T20:41:57Z,37.73915705,-122.4678114167,183204
534,2010-03-19T11:54:04Z,39.2465705584,-94.6605849266,292530
626,2010-09-30T00:11:26Z,32.82838618,-97.21150225,1523235
2059,2010-08-07T01:45:35Z,43.5946740768,-79.6428813095,203436
31041,2010-07-28T17:23:52Z,40.439138447,-80.001473203,1517312
15709,2010-01-25T19:09:50Z,30.4514912667,-91.1853131667,451993
64074,2010-04-10T05:10:06Z,49.2743221622,-123.1221882561,221658
3623,2010-07-23T23:14:25Z,31.5148902667,-97.1866706167,1123561
37622,2010-08-23T01:37:44Z,37.80681258,-122.42081373,554811
117764,2010-02-10T00:23:13Z,29.9493569966,-90.0650811195,11897
109920,2010-09-12T10:45:21Z,13.650659117,100.64190405,1225085
83179,2010-05-13T01:02:50Z,33.8201152142,-78.6692015019,1105565
126263,2009-12-09T04:26:23Z,35.7854432359,-78.6468529701,61746
140277,2010-10-08T07:02:38Z,50.8604757019,4.3606925011,194208
165791,2010-09-11T10:49:05Z,58.5834901333,16.1890024333,618730
282,2010-03-14T20:02:54Z,30.2224742,-97.8403432,103786
11060,2010-03-22T01:51:52Z,29.9866927484,-95.3498697281,229097
49276,2010-04-30T02:52:54Z,33.6700791,-117.6465994833,716606
89324,2010-03-15T08:01:18Z,59.3362755996,18.0632078648,79604
2283,2010-09-15T00:46:35Z,37.7791017775,-122.4143135548,31518
14273,2010-09-26T07:37:27Z,56.7149587333,13.2452440667,652937
6890,2010-10-07T00:25:52Z,30.4350949781,-97.7690935135,158412
58533,2010-02-25T19:17:12Z,29.5932072664,-95.6216933691,506188
187501,2010-09-30T17:44:58Z,56.158258867,13.74753215,3412143
36395,2010-03-21T15:30:52Z,33.77403855,-84.3538731333,135625
56524,2010-03-18T21:06:06Z,10.5005344337,-66.8859565258,664893
48282,2010-08-23T11:18:36Z,54.5997225333,-5.9253999,112694
102786,2010-10-16T10:28:11Z,47.379536833,8.537110337,4883306
10441,2010-10-09T15:15:35Z,40.79364699,-73.9621849,962837
50146,2010-07-21T12:47:43Z,59.2688303674,10.4123568535,751811
241,2010-10-17T23:28:57Z,47.758331,-117.41333,808915
66725,2010-10-18T16:54:49Z,32.8206356833,-96.8020279,20138
3784,2010-04-21T19:00:47Z,37.67855485,-120.9767349,986770
11310,2009-12-16T13:43:07Z,29.7848238167,-95.80146855,187188
61054,2010-03-18T12:04:52Z,52.3715580667,9.7737125333,504653
39619,2010-01-12T17:17:35Z,57.8529443333,14.1259293667,121278
101394,2010-04-24T00:19:26Z,45.5196926035,-73.5552274159,1000433
127526,2010-06-14T22:27:55Z,29.0434362667,-81.3042746167,217860
29616,2010-08-15T22:17:19Z,42.7276693667,-71.4231249333,668016
46555,2010-10-16T22:59:12Z,41.3630396,-89.1262657,4128998
22830,2010-05-21T06:25:52Z,49.90630131,10.93331903,1146023
176647,2010-05-10T21:28:23Z,48.1613408706,11.5849113464,836968
4686,2009-12-22T18:16:57Z,33.74840405,-118.0129315,122289
18799,2010-08-24T17:20:36Z,57.387424083,18.200439283,1189149
193,2010-07-31T21:34:45Z,40.012295,-105.280807,804855
38279,2010-08-14T04:45:37Z,34.0478547319,-118.3239930868,585506
194498,2010-09-24T14:52:02Z,57.744022226,11.9444668293,172756
111709,2010-10-08T22:52:55Z,59.2768170833,17.90876095,424570
93694,2010-06-01T04:18:02Z,61.0588305146,28.1905210018,363183
35162,2010-06-20T18:25:06Z,33.3080257833,-111.9776118167,73340
506,2010-08-09T20:08:33Z,41.896578209,-87.628807097,487627
13179,2010-05-01T06:46:21Z,-31.6908121667,115.7022768167,1043329
80835,2010-06-15T21:54:18Z,39.01315845,-84.6391705,201393
95350,2010-08-17T14:55:22Z,59.914205461,10.7468989033,383521
11067,2010-03-29T22:24:30Z,32.7810056897,-96.7986273766,14809
118283,2009-10-15T22:31:35Z,42.7179877406,-73.7543320656,49109
10915,2010-07-20T23:16:43Z,51.4294637333,-0.54658765,124065
34159,2010-06-21T22:02:29Z,45.9931901275,-123.9300513268,1039779
33480,2010-04-09T15:44:15Z,37.2913306215,-121.9902992249,30846
106043,2010-04-13T09:57:37Z,55.6069876838,13.0029483795,600840
30250,2010-05-08T11:45:50Z,3.1506074405,101.5915632248,276939
82768,2010-10-18T01:10:15Z,38.314167645,-85.8963975,5721495
1275,2010-10-17T18:24:41Z,33.300701527,-111.898864686,1553406
15535,2010-06-02T09:32:49Z,45.43800525,11.0000965833,1045339
60796,2010-10-09T16:50:20Z,48.51206535,14.5027275,5212454
1720,2010-04-10T13:10:46Z,59.7573092167,10.3998717167,845421
179582,2010-08-04T20:35:05Z,40.372845833,-80.6138598,1558238
1970,2010-09-08T23:55:55Z,37.73448699,-84.27527636,584915
55719,2010-08-28T18:29:08Z,59.9060163023,10.7393288612,2611586
3545,2010-03-25T16:17:32Z,37.7624190333,-122.4355914167,68564
893,2010-08-29T17:58:49Z,40.6828114,-89.5870655,584375
152296,2010-08-08T02:37:10Z,41.6464684167,-72.7365578667,814088
5190,2010-10-01T20:49:42Z,35.373719,-97.593728,985096
1075,2010-10-02T14:45:38Z,38.99692267,-76.5875988,3103320
9590,2010-09-10T16:46:17Z,32.7811753667,-79.9295496833,15407
108582,2010-08-21T14:05:07Z,32.498657383,-88.784775033,2178981
14506,2010-07-30T23:23:57Z,30.2961287667,-97.8333772167,19655
180838,2010-05-20T16:48:49Z,32.9755313594,-96.719830815,302263
23431,2010-01-18T16:14:22Z,50.8260336167,3.2680579167,114760
109389,2010-09-13T20:23:14Z,51.27167248,7.20301163,1109315
43839,2010-09-28T23:31:46Z,43.5560446956,-79.7117525082,1018376
11019,2010-07-10T20:39:07Z,34.91893835,-95.745482817,1302139
332,2010-08-25T09:19:37Z,37.4279359833,-122.0984434,1078524
95799,2010-09-28T14:39:39Z,24.6851928394,46.7055389285,209229
110551,2010-09-30T21:26:10Z,32.347242667,-97.41251305,4503857
5048,2010-01-10T21:50:07Z,37.7737544082,-122.4241697908,360226
36075,2010-07-10T16:26:59Z,32.8337403381,-97.207224369,58354
170510,2010-10-18T14:10:45Z,59.910020433,10.7698248,3876668
120259,2010-01-15T00:35:15Z,33.4357390069,-112.0011520386,23524
107062,2010-03-16T05:46:51Z,30.2675137962,-97.741265595,9221
108772,2010-08-11T18:20:30Z,49.790503867,9.92724825,1598290
728,2010-06-20T14:28:17Z,39.4785721333,-106.0458729167,409317
1304,2010-07-04T20:24:40Z,33.7105251,-117.98876155,355543
57809,2010-08-10T02:35:24Z,32.9263926667,-117.0794319833,1122426
4686,2010-01-10T22:30:27Z,28.5440596402,-81.3730716705,79761
108667,2010-07-24T16:22:36Z,48.7735856784,9.1770976782,940634
22,2009-12-29T21:28:38Z,45.522565259,-122.6816458656,86799
12505,2010-08-09T17:24:42Z,21.3818345627,-157.9398822784,85107
176,2010-02-11T20:25:22Z,37.7858090278,-122.4010634422,16008
72127,2010-02-12T12:26:30Z,48.8699584688,2.3514389992,327646
102007,2010-09-18T04:19:09Z,30.2700851599,-97.7360540628,9326
106940,2010-10-18T14:14:25Z,27.81658494,-82.63698083,1218258
2992,2010-07-27T13:28:02Z,35.3727740049,-94.4104957581,1130695
37887,2010-05-07T02:31:42Z,-37.8393897029,144.9932279971,1074985
32348,2010-09-03T16:03:42Z,45.8486294667,-122.8307318667,79841
80759,2009-12-28T10:20:15Z,46.9467832969,7.4465632439,263158
9857,2010-01-07T15:39:56Z,59.2962923434,17.936822176,110850
15999,2010-02-01T20:05:22Z,39.1707738667,-86.5175541333,479750
6613,2010-09-05T17:16:18Z,38.94026267,-94.66980373,808032
101935,2010-10-12T19:00:50Z,55.589519729,13.022915722,1583358
